12/31/2017,Retail Dealer,A1 DISCOUNT GROCERY INC.,67 MACOMBS DELI GROCERY,160,GRAVESEND NECK RD,,BROOKLYN,11223,3472253070,Brooklyn,,-73.96982189,40.59492484
12/31/2017,Retail Dealer,EDWIN FOOD CORP.,,2,W 111TH ST,BROADWAY,NEW YORK,10026,3477969572,Manhattan,,-73.94926222,40.79767352
12/31/2018,Retail Dealer,SHREE SAI FOOD MART INC.,,10419,QUEENS BLVD,,FOREST HILLS,11375,718-459-4809,Queens,,-73.84871693,40.72363917
12/31/2017,Retail Dealer,LAI FU 88 GROCERY INC,,2102,BATH AVE,,BROOKLYN,11214,347-429-5777,Brooklyn,,-73.9993158,40.59989963
12/31/2017,Retail Dealer,DYLAN SUPER BODEGUITA DELI GROCERY CORP,NIGHT TOWING SERVICE,1152,OGDEN AVE,,BRONX,10452,7187150860,Bronx,"Active Plate Numbers:  6256, 7186",-73.92730005,40.83659012
12/31/2017,Retail Dealer,"MANAPO GROCERY, INC.",,4016,GLENWOOD RD,,BROOKLYN,11210,718-859-9710,Brooklyn,,-73.93798297,40.63459905
03/31/2018,market,FLORAL EXPLOSION INC.,BUCK HOUSE,10105,120TH ST,,SOUTH RICHMOND HILL,11419,7184411140,Queens,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.82480323,40.68994616
12/31/2018,Retail Dealer,M & A SMOKE SHOP CORP,LUCKY 7 SMOKE SHOP,9609,ROOSEVELT AVE,,CORONA,11368,3475530501,Queens,,-73.86922728,40.74918778
12/31/2018,Retail Dealer,PRAMUKH DELI & GROCERY INC.,,195,9TH AVE,,NEW YORK,10011,2129247249,Manhattan,,-74.00188747,40.74573774
12/31/2017,Retail Dealer,Z MART INC,,860A,CONEY ISLAND AVE,,BROOKLYN,11218,7184360232,Brooklyn,,-73.96795842,40.63633503
12/31/2017,Retail Dealer,PRAYOSHA 3192 INC.,,3192,21ST ST,,ASTORIA,11106,3472422996,Queens,,-73.93159068,40.76534238
12/31/2018,Retail Dealer,"BEGUM NEWSSTAND, INC.",,225,BROADWAY,,NEW YORK,10007,2127662896,Manhattan,,-74.00821696,40.71186992
12/31/2018,Retail Dealer,MARUTI 1859 CORP.,PARKSIDE MARKET,1859,DITMARS BLVD,,ASTORIA,11105,7182040616,Queens,,-73.91873706,40.7818107
12/31/2018,Retail Dealer,"TAINO SUNRISE, CORP.",,2253,3RD AVE,,NEW YORK,10035,5162397923,Manhattan,,-73.93698896,40.80207824
12/31/2018,Retail Dealer,SABOR CRIOLLO GROCERY CORP,,1841,GRAND CONCOURSE,,BRONX,10453,7182999545,Bronx,,-73.90733563,40.84802125
12/31/2017,Retail Dealer,ROYAL DELI INC,IPHONE SCREEN REPAIR GUYS,980,INTERVALE AVE,,BRONX,10459,6462039956,Bronx,,-73.89686419,40.82256613
12/31/2017,Retail Dealer,"7-ELEVEN, INC.",7 Eleven Store #37023H,600,W 178TH ST,,NEW YORK,10033,212-368-5659,Manhattan,,-73.93536288,40.84742555
12/31/2018,Retail Dealer,"ALGOFI, YAHYA",,2255,GRAND CONCOURSE,,BRONX,10453,347-759-2761,Bronx,,-73.9005495,40.85644459
12/31/2018,Retail Dealer,461 7TH AVENUE MARKET INC.,,461,7TH AVE,,NEW YORK,10001,2127602337,Manhattan,,-73.99022257,40.75152053
03/31/2018,market,SHABA DELI & GROCERY CORP,BISTRO CITRON,2387,STILLWELL AVE,,BROOKLYN,11223,347-245-2294,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98383028,40.58925417
12/31/2017,Retail Dealer,JINAL USA LLC,,4278,ARTHUR KILL RD,,STATEN ISLAND,10309,7188153628,Staten Island,,-74.23723582,40.53770429
12/31/2017,Retail Dealer,LaGuardia Service LLC,7 Eleven Store #39793A,1,MAIN TERMINAL,,FLUSHING,11371,6468383688,Queens,,,
12/31/2017,Retail Dealer,FAMILY EXPRESS 1 DELI & GROCERY INC,SALEM HOME IMPROVEMENT,8742,25TH AVE,,BROOKLYN,11214,6464622285,Brooklyn,,-73.99020587,40.59504092
03/31/2018,market,PHOENIX WEDDING CORP.,SMITH STREET GROCERY & CONVENIENCE,9022,ROOSEVELT AVE,,JACKSON HEIGHTS,11372,7186517830,Queens,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.8757611,40.74848412
12/31/2017,Retail Dealer,"AHMAD, MIRZA",,354,BROADWAY,WEST  158 STREET,NEW YORK,10032,2122033197,Manhattan,,-73.9444241,40.83468109
12/31/2017,Retail Dealer,CHALOUH ON U INC.,,728,AVENUE U,,BROOKLYN,11223,718-627-7270,Brooklyn,,-73.96372769,40.59801921
12/31/2017,Retail Dealer,"VAN DAM LN, CORP.",,4901,VAN DAM ST,,LONG IS CITY,11101,3474103977,Queens,,-73.93457251,40.7396368
12/31/2018,Retail Dealer,MY DELI GROCERY INC,,670,ACADEMY ST,,NEW YORK,10034,2125677126,Manhattan,,-73.9252569,40.8667092
12/31/2018,Retail Dealer,ROCKY I DELI GROCERY CORP.,,20026,HOLLIS AVE,,SAINT ALBANS,11412,7188055962,Queens,,-73.7566245,40.70619751
12/31/2016,Retail Dealer,4051 ABINADER GROCERY CORP.,DENO'S WONDER WHEEL PARK,4051,BROADWAY,,NEW YORK,10032,2129235035,Manhattan,Device Name: DENOS WONDER WHEEL PARK - TILT-A-WHIRL,-73.93922366,40.84286045
12/31/2018,Retail Dealer,A & B BUSINESS CORP.,,2781,86TH ST,,BROOKLYN,11223,7187145959,Brooklyn,,-73.97959488,40.59333501
03/31/2018,market,Nidhi Food Inc,5th Ave Super Market & Deli,4001,5TH AVE,,BROOKLYN,11232,3472614295,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 5, 5.01 to 10 foot stands: 0",-74.0045696,40.65061778
03/31/2018,market,LA OAXAQUENA CORP.,LA OAXAQUENA PRODUCE-MEX,2276,JEROME AVE,,BRONX,10453,718-562-5356,Bronx,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.90377458,40.858558
03/31/2018,market,BIG TREE 7702 INC,,7702,5TH AVE,,BROOKLYN,11209,7188759673,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 6, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.02331933,40.62785299
12/31/2017,Retail Dealer,SANA NEWS INC.,,381,BROADWAY,,NEW YORK,10013,3477549507,Manhattan,,-74.00297974,40.71812
12/31/2017,Retail Dealer,MYKONOS FOOD CORP,,216,E 175TH ST,,BRONX,10457,2018191947,Bronx,,-73.90689283,40.84674735
12/31/2018,Retail Dealer,"BROWN, MARK",D & G FOREIGN AUTOMOTIVE REPAIR CENTER,10761,UNIVERSITY PLACE,EAST    8 STREET,NEW YORK,10003,9173387992,Manhattan,,-73.99478981,40.73159668
12/31/2018,Retail Dealer,"WALGREEN EASTERN CO., INC.",WALGREENS STORE #05051,21914,MERRICK BLVD,,LAURELTON,11413,718-426-4182,Queens,,-73.75007816,40.67925994
12/31/2018,Retail Dealer,K-N DELI & MARKET INC.,,5924,20TH AVE,,BROOKLYN,11204,718-837-3264,Brooklyn,Active Plate Numbers:  7074,-73.9824829,40.61978159
12/31/2017,Retail Dealer,LUCKY DELI MINI MARKET CORP,NATE'S PHARMACY,18379,LIBERTY AVE,,JAMAICA,11412,7187205600,Queens,,-73.77354457,40.70496945
12/31/2018,Retail Dealer,"SMALDONE, ALFONSO",7-ELEVEN FOOD STORE #27167A,2800,CONEY ISLAND AVE,,BROOKLYN,11235,718-368-0224,Brooklyn,,-73.96044217,40.58833722
12/31/2017,Retail Dealer,SHAMRAT GROUP INC.,ALPHABET DELI & GROCERY,89,AVENUE C,,NEW YORK,10009,9175203159,Manhattan,,-73.97925918,40.72355279
12/31/2017,Retail Dealer,520 Fifth Avenue Foods Inc.,7 Eleven Store #34051B,520,5TH AVE,,BROOKLYN,11215,7184990247,Brooklyn,,-73.9884399,40.66662485
12/31/2017,Retail Dealer,SANTA GROCERY INC.,,2009,CRUGER AVE,,BRONX,10462,7185977368,Bronx,"Vehicle Spaces: 84, Bicycle Spaces: 8",-73.86683407,40.85047929
12/31/2018,Retail Dealer,"150 MARKET, INC",,150,WILLIAM ST,,NEW YORK,10038,2125712114,Manhattan,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.0062545,40.70972913
12/31/2018,Retail Dealer,"MAHANT 404, INC",APPLE GOURMET FARM,404,ATLANTIC AVE,,BROOKLYN,11217,7188555788,Brooklyn,,-73.98450975,40.68679573
12/31/2017,Retail Dealer,LABORBOX INC.,,579,92ND ST,,BROOKLYN,11209,7187483595,Brooklyn,,-74.02687054,40.61664249
03/31/2018,market,NEW LEADER HELAL MEAT II CORP.,,6720,5TH AVE,,BROOKLYN,11220,5164501299,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.02035303,40.63509705
12/31/2018,Retail Dealer,"J&T SUPERMARKET, INC.",,11731,FARMERS BLVD,,SAINT ALBANS,11412,7183411230,Queens,,-73.76226631,40.6908111
12/31/2017,Retail Dealer,UPTOWN SERVICE STATION CORP.,,2326,1ST AVE,,NEW YORK,10035,2122068099,Manhattan,,-73.93379984,40.79818168
12/31/2018,Retail Dealer,"148 DELI GROCERY, INC.",,2787,FREDERICK DOUGLASS BLVD,,NEW YORK,10039,9179400247,Manhattan,,-73.94045415,40.82485304
12/31/2017,Retail Dealer,WOODSIDE DELI & GRILL INC.,SAA,5060,48TH ST,,WOODSIDE,11377,3476126292,Queens,,-73.91822633,40.7360719
12/31/2018,Retail Dealer,"KRISHNA CANDY & GROCERY, INC.",,6114,FLUSHING AVE,,MASPETH,11378,7188945305,Queens,,-73.90384668,40.72117323
12/31/2017,Retail Dealer,Z & S DELI & GROCERY CORPORATION,,100,W 118TH ST,,NEW YORK,10026,9176787020,Manhattan,,-73.94919998,40.80351701
12/31/2017,Retail Dealer,204 GROCERY & CONVENIENCE INC.,,204,BEDFORD AVE,,BROOKLYN,11211,9177718762,Brooklyn,,-73.95852237,40.71710524
12/31/2017,Retail Dealer,359 DELI GROCERY LTD.,,359,GRAHAM AVE,,BROOKLYN,11211,7189572186,Brooklyn,,-73.94452722,40.71533172
12/31/2018,Retail Dealer,"MONTILLA, RAFAEL E.",GARRISON DELI GROCERY,1150,GARRISON AVE,,BRONX,10474,7189999999,Bronx,,-73.88855803,40.82019794
12/31/2018,Retail Dealer,HUDSON RETAIL-NEU NEWS LAGUARDIA JV,K & P DELI & GROCERY,1,MAIN TERMINAL,,FLUSHING,11371,2015282436,Queens,,-73.92627904,40.75676726
12/31/2018,Retail Dealer,COHLBA SMOKE SHOP & GRILL CORP,,1137,FLATBUSH AVE,,BROOKLYN,11226,347-946-7741,Brooklyn,,-73.95753817,40.64253213
12/31/2018,Retail Dealer,RADFAN INC.,,6317,20TH AVE,,BROOKLYN,11204,718-284-0001,Brooklyn,,-73.98501214,40.61732536
03/31/2018,market,PARK FRESH DELI EXPRESS CORP.,,194,8TH AVE,,NEW YORK,10011,2126913135,Manhattan,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99993504,40.74328669
12/31/2017,Retail Dealer,E. TREMONT 99CENTS & MORE CORP.,FRANKLIN DELI,2542,E TREMONT AVE,,BRONX,10461,718-239-3332,Bronx,,-73.84921548,40.84292887
12/31/2017,Retail Dealer,5910 RAINBOW GROCERY DELI INC.,,5910,GLENWOOD RD,,BROOKLYN,11234,718-209-5008,Brooklyn,,-73.91957277,40.63400575
03/31/2018,market,MANHATTAN FRUIT 678 INC.,,678,MANHATTAN AVE,,BROOKLYN,11222,718-383-3674,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95143179,40.72491679
12/31/2017,Retail Dealer,3700 EXPRESS DELI GROCERY INC.,,3700,WHITE PLAINS RD,,BRONX,10467,7186872323,Bronx,,-73.86392219,40.88154864
12/31/2017,Retail Dealer,"NY CIGAR & VAPE, INC",,619,WASHINGTON AVE,,BROOKLYN,11238,718-213-5994,Brooklyn,,-73.96399369,40.67902892
03/31/2018,market,J C KEW GARDEN DELI & GROCERY INC,,12088,QUEENS BLVD,,KEW GARDENS,11415,7185750235,Queens,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.82768623,40.71294071
12/31/2018,Retail Dealer,KEAP ST GOURMET DELI,,332,KEAP ST,,BROOKLYN,11211,718-387-1412,Brooklyn,,-73.95487383,40.70863353
12/31/2017,Retail Dealer,B & V CONVENIENCE STORE INC.,,21101,JAMAICA AVE,,QUEENS VLG,11428,7187401918,Queens,,-73.74922201,40.71518173
12/31/2017,Retail Dealer,NEW YOU ME CORP.,,2626,HYLAN BLVD,,STATEN ISLAND,10306,7186442705,Staten Island,,-74.11241745,40.56781279
03/31/2018,market,"BRIGHTON FRUIT MARKET, INC",,421,BRIGHTON BEACH AVE,,BROOKLYN,11235,646-509-7141,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96301179,40.57727927
12/31/2018,Retail Dealer,ALEX DELI GROCERY I INC.,,2,SUTTER AVE,,BROOKLYN,11212,718-773-8288,Brooklyn,,-73.92305318,40.66523828
12/31/2018,Retail Dealer,NYC BEST GROCERY CORP,PRECISION RENOVATION SOLUTIONS,260,LENOX AVE,,NEW YORK,10027,7186661764,Manhattan,,-73.94630058,40.8066392
12/31/2017,Retail Dealer,FAMILY FOOD & DELI CORP,,1053,BEDFORD AVE,,BROOKLYN,11216,7187892002,Brooklyn,,-73.95478696,40.68781169
12/31/2018,Retail Dealer,"MAA TARA GAS, INC.",BP,2350,JEROME AVE,,BRONX,10468,7182205651,Bronx,,-73.90295201,40.85989672
12/31/2018,Retail Dealer,"MYRTLE AVENUE SHOP, INC.",,5402,MYRTLE AVE,,RIDGEWOOD,11385,7184978087,Queens,,-73.91076974,40.69956104
12/31/2017,Retail Dealer,FRESNO GOURMET DELI CORP.,,27,AVENUE C,,NEW YORK,10009,9173492249,Manhattan,,-73.98076059,40.7214835
03/31/2018,market,"ENG'S FLORIST, INC.",,4722,8TH AVE,,BROOKLYN,11220,718-686-1695,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.0021476,40.64263053
12/31/2017,Retail Dealer,"ALI (NY), INC.",GRAND 99 CENTS & UP,4206,GREENPOINT AVE,,SUNNYSIDE,11104,7187864578,Queens,,-73.92283272,40.74051609
03/31/2018,market,"HUNG KEE FOOD MKT, INC",,214,CANAL ST,,NEW YORK,10013,2124061945,Manhattan,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.9990224,40.71720603
12/31/2017,Retail Dealer,V.A. GROCERY AND DELI CORP,,207,HULL ST,,BROOKLYN,11233,4128890993,Brooklyn,,-73.90800913,40.67987611
12/31/2018,Retail Dealer,BIONIC BAGEL CORP.,,3741,NOSTRAND AVE,,BROOKLYN,11235,7186483794,Brooklyn,,-73.940366,40.59260495
12/31/2018,Retail Dealer,JIYA DELI & GROCERY INC.,SANDWICH KING,14625,NORTHERN BLVD,,FLUSHING,11354,7188889655,Queens,,-73.8202737,40.76504684
12/31/2017,Retail Dealer,"FAMILY DOLLAR STORES OF NEW YORK, INC.",FAMILY DOLLAR #6112,2301,JEROME AVE,,BRONX,10468,7048476961,Bronx,,-73.90344115,40.85914234
12/31/2017,Retail Dealer,MADISON SQ. FOOD CORP.,GARDENIA GROCERY & DELI,404,8TH AVE,,NEW YORK,10001,2127365617,Manhattan,,-73.99518179,40.74981361
12/31/2017,Retail Dealer,SAMMY QUICK STOP DELI & GROCERY INC.,,10302,LIBERTY AVE,,OZONE PARK,11417,7183232846,Queens,,-73.83765672,40.68171421
03/31/2018,market,KIM'S  GOOD FARM INC,,1103,RUTLAND RD,,BROOKLYN,11212,6462615958,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.92332057,40.66467029
03/31/2018,market,"CHURCH FRUIT FARM, INC.",MATT UMANOV GUITARS,1824,CHURCH AVE,,BROOKLYN,11226,718-693-5961,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 10, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96278433,40.64954413
12/31/2018,Retail Dealer,HUDSON RETAIL NEU-NEWS LAGUARDIA JV,,1,MAIN TERMINAL,,FLUSHING,11371,7184246500,Queens,,,
12/31/2017,Retail Dealer,MUKTI  E 163RD PETROLEUM INC.,,481,E 163RD ST,,BRONX,10451,718-402-9201,Bronx,,-73.9104792,40.82461408
12/31/2017,Retail Dealer,"RAGOONANAN, DAVE",7-ELEVEN,2515,86TH ST,,BROOKLYN,11214,7182660420,Brooklyn,,-73.986799,40.5976948
12/31/2017,Retail Dealer,VIRPA PRODUCE INC,U FARM LAND,4924,CHURCH AVE,,BROOKLYN,11203,7189269021,Brooklyn,Active Sticker Numbers:  1776,-73.93106573,40.65169512
12/31/2017,Retail Dealer,"MILANO GIFT SHOP, INC.",ANTHONY GIFT,124,MULBERRY ST,,NEW YORK,10013,2129650978,Manhattan,,-73.99808446,40.71788946
12/31/2017,Retail Dealer,NAMDOR INC.,GRISTEDE'S STORE,686,MAIN ST,,NEW YORK,10044,2127213077,Manhattan,,-73.94676,40.76516374
03/31/2018,market,NELLYS FLOWERS INC,,501,BROADWAY,,BROOKLYN,11211,9174280581,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95050448,40.70562073
12/31/2018,Retail Dealer,PASCUAL FOOD CORP.,,1020,OLMSTEAD AVE,,BRONX,10472,7186205200,Bronx,,-73.85319227,40.8276624
12/31/2018,Retail Dealer,TUNISSERVICE CORP,MBA WIRELESS,306,18TH ST,,BROOKLYN,11215,718-788-0665,Brooklyn,,-73.98974912,40.66185729
12/31/2018,Retail Dealer,WOODRUFF FINEST GROCERY CORP,,180,WOODRUFF AVE,,BROOKLYN,11226,347-295-1949,Brooklyn,,-73.96005683,40.6547034
12/31/2017,Retail Dealer,"DAS, SUKANTA",,795,DELANCEY STREET,BOWERY,NEW YORK,10012,9174984456,Manhattan,,-73.99404032,40.72032118
12/31/2017,Retail Dealer,"WALGREEN EASTERN CO., INC.",WALGREENS #13750,7001,AMBOY RD,,STATEN ISLAND,10307,7189672955,Staten Island,,-74.23352571,40.5158329
12/31/2018,Retail Dealer,MAHBUB DELI AND MARKET INC.,,6523,20TH AVE,,BROOKLYN,11204,347-702-5855,Brooklyn,,-73.98604251,40.61633188
12/31/2017,Retail Dealer,HWANG SO 857 CORP.,DABO,857,2ND AVE,,NEW YORK,10017,5163192656,Manhattan,,-73.97046165,40.75223353
12/31/2017,Retail Dealer,"SHAH, PRASHANT",,7711,3 AVENUE,EAST   42 STREET,NEW YORK,10017,5168517725,Manhattan,"Vehicle Spaces: 100, Bicycle Spaces: 10",-73.97444325,40.75076604
12/31/2017,Retail Dealer,K AND K FOOD CORP.,STOP 1 FOOD MARKET,265,CHERRY ST,,NEW YORK,10002,212-571-2183,Manhattan,,-73.98904896,40.71130153
12/31/2017,Retail Dealer,BASEL A ELBARATI,BROOKLYN WAY CANDY & GROCERY,142,UTICA AVE,,BROOKLYN,11213,6462407388,Brooklyn,,-73.93064256,40.67395778
03/31/2018,market,"ANTILLANA & METRO SUPERMARKET, CORP.",ANTILLANA SUPERFOOD MARKET PLACE,1339,JEROME AVE,,BRONX,10452,9174737671,Bronx,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 5, 5.01 to 10 foot stands: 0",-73.91866372,40.83889815
12/31/2017,Retail Dealer,JJP DELI GROCERY INC,MARIO CALDI II,1406,WHITE PLAINS RD,,BRONX,10462,7186843207,Bronx,,-73.86322397,40.83598025
12/31/2018,Retail Dealer,AKOTA MEAT MARKET CO. INC.,AKOTA GROCERY & HALAL MEAT,4004,73RD ST,,WOODSIDE,11377,7182055680,Queens,,-73.89227592,40.74645865
12/31/2018,Retail Dealer,"ARGO TRADING, INC",7 Eleven Store #37194H,9216,71ST AVE,,FOREST HILLS,11375,7184801967,Queens,,-73.85064684,40.71086207
12/31/2017,Retail Dealer,EMELI DELI & GROCERY CORP.,,593,VAN NEST AVE,,BRONX,10460,,Bronx,,-73.86823095,40.84235656
03/31/2018,market,FERNANDEZ 224 FOOD CORP.,Pioneer,3946,WHITE PLAINS RD,,BRONX,10466,7182310981,Bronx,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86093469,40.88694388
12/31/2017,Retail Dealer,H & H GROCERY & HALAL MEAT INC.,,1010,E 14TH ST,,BROOKLYN,11230,7186795506,Brooklyn,,-73.9622291,40.62454991
03/31/2018,market,SEASON NATURAL FOOD INC.,,88,MULBERRY ST,,NEW YORK,10013,212-285-6388,Manhattan,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.9988709,40.71662414
12/31/2018,Retail Dealer,SHRINATHJI KRUPA LLC,ICONIC CAFE,238,LAFAYETTE ST,,NEW YORK,10012,973-652-8988,Manhattan,,-73.9969912,40.72265159
03/31/2018,market,"DIAZ, GILBERTO",ARIZONA FRUTAS & VEGETABLES,182,E 109TH ST,,NEW YORK,10029,2128318277,Manhattan,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.94385877,40.79373233
12/31/2017,Retail Dealer,"18TH AVE DELI & GROCERY A, INC.",VISTA HERMOSA GROCERY & DELI,8501,18TH AVE,,BROOKLYN,11214,7183313546,Brooklyn,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 4, 5.01 to 10 foot stands: 0",-74.00204563,40.60772777
